theta,A2,a,b,z,status
23.0,10.0,7.8,6.4,-0.4,NotYet
23.0,10.0,7.7,6.7,-0.2,NotYet
23.0,10.0,7.6,6.8,0.0,NotYet
23.0,10.0,7.6,6.9,0.2,NotYet
23.0,10.0,7.6,6.9,0.4,NotYet
23.0,10.0,7.7,6.8,0.6,NotYet
23.0,10.0,7.7,6.7,0.8,NotYet
23.0,10.0,7.7,6.7,1.0,NotYet
24.0,-10.0,7.6,6.5,-1.0,NotYet
24.0,-10.0,7.6,6.6,-0.8,NotYet
24.0,-10.0,7.6,6.6,-0.6,NotYet
24.0,-10.0,7.6,6.5,-0.4,NotYet
24.0,-10.0,7.7,6.4,-0.2,NotYet
24.0,-10.0,7.7,6.2,0.0,NotYet
24.0,-10.0,7.8,6.1,0.2,NotYet
24.0,-10.0,7.7,6.2,0.4,NotYet
24.0,-10.0,7.6,6.3,0.6,NotYet
24.0,-10.0,7.6,6.4,0.8,NotYet
24.0,-10.0,7.5,6.5,1.0,NotYet
24.0,-8.0,7.6,6.5,-1.0,NotYet
24.0,-8.0,7.6,6.5,-0.8,NotYet
24.0,-8.0,7.6,6.5,-0.6,NotYet
24.0,-8.0,7.6,6.4,-0.4,NotYet
24.0,-8.0,7.6,6.3,-0.2,NotYet
24.0,-8.0,7.7,6.1,0.0,NotYet
24.0,-8.0,7.7,6.1,0.2,NotYet
24.0,-8.0,7.6,6.3,0.4,NotYet
24.0,-8.0,7.5,6.4,0.6,NotYet
24.0,-8.0,7.5,6.5,0.8,NotYet
24.0,-8.0,7.5,6.5,1.0,NotYet
24.0,-6.0,7.5,6.5,-1.0,NotYet
24.0,-6.0,7.5,6.5,-0.8,NotYet
24.0,-6.0,7.5,6.5,-0.6,NotYet
24.0,-6.0,7.6,6.3,-0.4,NotYet
24.0,-6.0,7.6,6.2,-0.2,NotYet
24.0,-6.0,7.6,6.1,0.0,NotYet
24.0,-6.0,7.6,6.2,0.2,NotYet
24.0,-6.0,7.5,6.4,0.4,NotYet
24.0,-6.0,7.4,6.5,0.6,NotYet
24.0,-6.0,7.4,6.6,0.8,NotYet
24.0,-6.0,7.4,6.6,1.0,NotYet
24.0,-4.0,7.5,6.5,-1.0,NotYet
24.0,-4.0,7.5,6.5,-0.8,NotYet
24.0,-4.0,7.5,6.4,-0.6,NotYet
24.0,-4.0,7.6,6.3,-0.4,NotYet
24.0,-4.0,7.6,6.1,-0.2,NotYet
24.0,-4.0,7.6,6.1,0.0,NotYet
24.0,-4.0,7.5,6.3,0.2,NotYet
24.0,-4.0,7.4,6.5,0.4,NotYet
24.0,-4.0,7.4,6.6,0.6,NotYet
24.0,-4.0,7.4,6.6,0.8,NotYet
24.0,-4.0,7.4,6.6,1.0,NotYet
24.0,-2.0,7.6,6.4,-1.0,NotYet
24.0,-2.0,7.5,6.4,-0.8,NotYet
24.0,-2.0,7.6,6.3,-0.6,NotYet
24.0,-2.0,7.6,6.2,-0.4,NotYet
24.0,-2.0,7.6,6.1,-0.2,NotYet
24.0,-2.0,7.6,6.2,0.0,NotYet
24.0,-2.0,7.5,6.4,0.2,NotYet
24.0,-2.0,7.4,6.6,0.4,NotYet
